p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ICAM3	1.81268074910664e-71	0.102753355965148	0.102	0.046	6.29344629282333e-67
ICMT	8.8117452200927e-125	0.129432678912225	0.167	0.075	3.05934982296398e-120
IDH2	0	-0.409131365362744	0.211	0.432	0
IER3	3.98839896960288e-21	-0.328339601900344	0.583	0.603	1.38473223825642e-16
IFI27	0	2.44338647921796	0.878	0.391	0
IFI27L1	6.33438564360966e-06	-0.0368256387014845	0.139	0.155	0.219923535160484
IFI27L2	4.4572501555e-07	-0.0618334927938227	0.498	0.505	0.0154751268148805
IFI6	0	1.37562887874467	0.612	0.35	0
IFITM1	2.92856994017588e-285	0.360584175550673	0.211	0.059	1.01677019752966e-280
IFITM2	1.74641867563426e-15	0.0170474824287781	0.591	0.656	6.0633909999346e-11
IFITM3	8.27484676403023e-12	0.400375163888845	0.834	0.908	2.87294404800366e-07
IFNAR1	2.21234449360023e-38	0.0779059299473825	0.243	0.181	7.68103884733065e-34
IFNAR2	7.98389680791584e-49	0.0788210685827352	0.169	0.11	2.7719291327403e-44
IFNGR1	2.59440096600927e-18	0.0499561925985569	0.244	0.2	9.00750071388758e-14
IFNGR2	3.88349102958865e-95	0.119124304662363	0.384	0.265	1.34830925056288e-90
IFRD1	1.04741173565082e-112	0.219700021347145	0.274	0.168	3.63650880500607e-108
IFRD2	1.4885867613451e-69	0.0994166138842094	0.207	0.13	5.16822437671405e-65
IGF1R	5.18865856973257e-15	-0.043833038650972	0.147	0.179	1.80145036882545e-10
IGF2R	2.13347119656415e-41	0.0824351162331942	0.167	0.113	7.40719864735107e-37
IGFBP3	9.59332409612516e-236	0.440136626251012	0.158	0.037	3.3307061929337e-231
IGHA1	0	-1.12656923312041	0.013	0.193	0
IGHG1	0	-0.221621110942707	0.009	0.106	0
IGHG4	0	-0.740408494253607	0.011	0.182	0
IGSF8	2.49297746780348e-17	0.0404595252147159	0.165	0.13	8.65536847046691e-13
IL10RB	1.58098499082919e-90	0.125019277308769	0.201	0.116	5.48902178965985e-86
IL13RA1	0	0.266806991124284	0.268	0.089	0
IL15RA	7.3617738887991e-93	0.0917934673970686	0.11	0.045	2.55593427645216e-88
IL17RE	3.54818317332217e-52	0.0789943747651598	0.132	0.078	1.23189371594572e-47
IL1R1	0	-0.334032380707266	0.081	0.273	0
IL1R2	7.59721723935062e-236	0.203079925830461	0.105	0.008	2.63767785333014e-231
IL1RAP	2.74336518155731e-272	0.212789360554611	0.15	0.025	9.52468957384881e-268
IL20RA	3.89792359584e-261	-0.2359998927926	0.135	0.276	1.35332009323969e-256
IL2RG	0	0.455466530364961	0.243	0.011	0
IL4R	4.00903103934217e-07	0.0128992312385193	0.154	0.132	0.0139189548654921
IL6ST	9.08118073186197e-98	-0.193120409748336	0.278	0.371	3.15289513829516e-93
IL8	8.84240507575819e-163	0.466241817286424	0.166	0.061	3.06999461825249e-158
ILVBL	1.28053843087772e-41	-0.0944055797791407	0.153	0.206	4.44590137816436e-37
IMMT	0.00150955853132951	0.0103368129759001	0.173	0.159	1
IMPAD1	4.64031109162979e-94	0.128640632013971	0.215	0.126	1.61106960790295e-89
INO80C	2.48168983828959e-61	0.108737218561462	0.177	0.111	8.61617894955762e-57
INPP4B	0	0.362245692329448	0.259	0.048	0
INSIG1	7.6330659615637e-133	0.266462138539052	0.217	0.114	2.6501241711953e-128
INSIG2	0.000113733230464247	0.0225740662925514	0.299	0.277	1
INSR	2.59685087483672e-76	0.169110383575402	0.372	0.278	9.01600655234562e-72
INTS1	5.45626489276428e-30	0.0547227797117695	0.137	0.095	1.89436060811883e-25
ITFG1	7.95171680426397e-71	0.107285358679347	0.261	0.175	2.76075655727241e-66
ITFG3	1.39217466139464e-23	0.0534707564515975	0.159	0.119	4.83349120689606e-19
ITGA2	0	0.782000032655464	0.445	0.11	0
ITGA3	0	0.721309743550997	0.485	0.134	0
ITGA5	2.58175607717381e-70	-0.0774654556799692	0.055	0.104	8.96359892433976e-66
ITGA6	0	0.719392398202219	0.483	0.146	0
ITGAE	5.82024451598354e-117	-0.131769036726358	0.107	0.191	2.02073069350432e-112
ITGAV	1.12882710893056e-06	0.0427913874650804	0.327	0.299	0.0391917483949602
ITGB1	0	0.702974788210136	0.789	0.57	0
ITGB4	0	0.892557593541747	0.522	0.112	0
ITGB5	8.46642973635513e-239	0.271356483930034	0.275	0.122	2.93945974016514e-234
ITGB6	0	0.689028168983399	0.375	0.098	0
ITGB8	7.13787728505235e-126	0.397712424505449	0.361	0.252	2.47819961459733e-121
ITM2B	7.39201557693779e-254	-0.364282576574821	0.952	0.943	2.56643388815703e-249
ITM2C	6.44561260219046e-69	-0.125757278171423	0.297	0.385	2.23785223935451e-64
ITPR3	0	0.379310743060639	0.291	0.052	0
ITPRIPL2	2.84333664685699e-194	0.193875502339874	0.219	0.092	9.87178050422279e-190
ITSN1	4.95939900884146e-30	0.0525940456590771	0.102	0.066	1.72185374187967e-25
JAG1	2.54302161607582e-32	-0.11112598906553	0.218	0.268	8.82911674885364e-28
JAGN1	3.39408945215224e-42	0.0742709239787767	0.264	0.196	1.17839391689274e-37
JKAMP	2.76795679042456e-10	0.0287604980984191	0.208	0.179	9.61006918067504e-06
JTB	6.19882818938957e-12	0.0305612215812772	0.73	0.635	2.15217115907416e-07
KALRN	1.33112239052388e-87	0.0954912548803765	0.105	0.043	4.62152382765986e-83
KANSL1L	0.0127793859122777	0.0116496927150354	0.101	0.092	1
KCNE3	0	0.288745759279923	0.165	0.007	0
KCNJ15	0	-0.640030463693439	0.11	0.444	0
KCNJ16	0	-0.820961351302117	0.059	0.479	0
KCNK1	0	0.906356424073426	0.51	0.067	0
KCNK5	4.00605926632823e-31	-0.0705535902048508	0.116	0.158	1.3908637166765e-26
KCNK6	0	0.216000931575606	0.15	0.016	0
KCNN4	0	0.444537159621306	0.294	0.014	0
KCNQ1	0.293717239175136	-0.015966680949655	0.112	0.115	1
KCNS3	2.52730923328844e-197	-0.138188461406585	0.059	0.151	8.77456492705413e-193
KDELR1	0	0.364188313784999	0.597	0.367	0
KDELR2	0	0.7401535231246	0.702	0.337	0
KDELR3	0	0.278585367658182	0.198	0.022	0
KDSR	0.107885519163149	-0.0196185281817494	0.213	0.218	1
KIAA0100	4.71304784811293e-69	0.0873321126416399	0.125	0.065	1.63632308238633e-64
KIAA0247	5.79523019413205e-27	0.0593560506548499	0.143	0.102	2.01204597110071e-22
KIAA0319L	4.17069641473541e-05	-0.0417248877836663	0.197	0.213	1
KIAA1109	8.29285916229827e-19	0.0603562783053406	0.152	0.118	2.87919777255834e-14
KIAA1715	5.08945614727884e-100	0.107536627150285	0.125	0.053	1.76700827977374e-95
KIAA2013	5.1017933176752e-86	0.110673807353716	0.195	0.112	1.77129162196365e-81
KIDINS220	0.972384099248355	-0.00422743311834567	0.194	0.193	1
KITLG	5.08543568206712e-182	0.132566164519388	0.101	0.016	1.76561241445688e-177
KLHL5	9.19068681826645e-78	-0.10445883006531	0.082	0.143	3.19091455643393e-73
KLK8	0	0.287830334052932	0.14	0	0
KMT2E	1.33763310805572e-60	0.130843577246743	0.48	0.376	4.64412838785865e-56
KRTCAP2	2.05728727335277e-248	0.31352134283989	0.746	0.584	7.14269568435348e-244
KRTCAP3	0	0.400617477285485	0.464	0.248	0
KTN1	7.59663335952664e-71	0.168516356491214	0.727	0.598	2.63747513609406e-66
LAMA3	0	0.70641170078168	0.361	0.046	0
LAMA5	9.41656990390308e-15	0.0466107308722114	0.225	0.188	3.26933890493611e-10
LAMB1	1.67429869376817e-21	-0.0347823503501227	0.088	0.12	5.81299763489372e-17
LAMB2	1.1861634133333e-104	-0.162766780789918	0.164	0.253	4.11824075475189e-100
LAMB3	0	1.13497632972953	0.585	0.109	0
LAMC1	3.1316098019069e-05	-0.0398448501551352	0.171	0.186	1
LAMC2	0	0.980555476342694	0.44	0.079	0
LAMP1	0.401226104269827	-0.00440541793364724	0.53	0.501	1
LAMP2	1.51295827085478e-25	-0.124434902311231	0.4	0.433	5.2528398205807e-21
LAPTM4A	0	-0.441087056512901	0.802	0.828	0
LAPTM4B	4.80171522568911e-88	0.181642055875515	0.391	0.291	1.667107509207e-83
LAPTM5	1.65012201568969e-19	0.0407946632926985	0.111	0.079	5.72905862627304e-15
LARP4B	3.5717995587406e-97	0.122863829798514	0.191	0.104	1.24009308879915e-92
LBR	6.80367057629167e-16	-0.065702828099391	0.186	0.219	2.3621663873827e-11
LCLAT1	1.81327526186766e-50	0.065283563331186	0.1	0.053	6.29551038167833e-46
LDLR	0	0.495688424626491	0.436	0.209	0
LEMD1	0	0.337110184010136	0.197	0.002	0
LENG8	3.32980088525258e-152	0.246265792007334	0.395	0.262	1.15607356935084e-147
LEPROT	5.62038753266478e-55	-0.185171252056154	0.414	0.465	1.95134234746589e-50
LEPROTL1	8.70044492504792e-69	0.155466621898318	0.303	0.215	3.02070747352739e-64
LETM1	6.33834917386049e-22	0.0469814802394572	0.133	0.098	2.20061144967262e-17
LETMD1	9.90005416335563e-22	0.0548012614881334	0.172	0.133	3.43719980497544e-17
LFNG	0	0.293683918763235	0.205	0.03	0
LGALS3BP	0	0.582914360131631	0.666	0.463	0
LGMN	2.12747653946835e-150	0.20020107996267	0.266	0.143	7.38638579738016e-146
LGR4	1.14219595809957e-09	0.0372804492700671	0.237	0.208	3.96559014692591e-05
LIFR	8.47778870804664e-308	-0.293580236808163	0.038	0.139	2.94340346154671e-303
LINC00116	3.41577085813448e-75	0.143200643810559	0.334	0.243	1.18592148423571e-70
LINC00493	0.0794274736313506	-0.0354296221581328	0.511	0.506	1
LIPA	1.28105257589105e-09	0.0253329690318307	0.141	0.117	4.44768643823613e-05
LITAF	6.39629073012507e-54	-0.149006155935012	0.437	0.498	2.22072817859212e-49
LMAN1	1.01230282885705e-68	0.153466001813912	0.391	0.299	3.51461419150878e-64
LMAN2	2.40631530475952e-274	0.282471003998223	0.629	0.428	8.35448610659456e-270
LMBR1	1.25835055747584e-05	-0.0277519404523851	0.092	0.106	0.436886730050035
LMBRD1	1.9339689883442e-145	-0.216795847462444	0.247	0.362	6.71454693063224e-141
LMF2	0.518368847864374	-0.0157500304544487	0.164	0.165	1
LMNA	6.00584418540384e-230	0.32487447369481	0.819	0.66	2.08516904273036e-225
LMO7	0	1.08222867866898	0.623	0.37	0
LMTK2	2.05913985348985e-94	0.110416169777364	0.135	0.062	7.14912765733141e-90
LMTK3	4.41479829965337e-241	0.258425973010741	0.183	0.053	1.53277382165665e-236
LNPEP	6.55658508241663e-112	0.148374946697878	0.207	0.112	2.27638077476423e-107
LPAR6	1.09143170063799e-37	0.0830769237536184	0.124	0.08	3.78934172144503e-33
LPCAT2	2.50046626920407e-75	0.11773323443887	0.134	0.07	8.68136884004961e-71
LPCAT3	1.1988247348933e-73	0.0924867819420904	0.138	0.072	4.16219959707605e-69
LPCAT4	0	0.608207118955765	0.371	0.051	0
LPGAT1	5.40057196802078e-56	0.120975910606506	0.282	0.207	1.87502458157714e-51
LRBA	3.49414428375778e-54	0.098592778610959	0.179	0.116	1.21313195387786e-49
LRCH1	1.41385533252971e-87	0.0961379631795694	0.115	0.05	4.90876432900989e-83
LRCH3	7.08745810831679e-21	0.0443678721412379	0.109	0.078	2.46069458062651e-16
LRCH4	5.99418227160983e-24	0.052443359371613	0.16	0.12	2.08112014288022e-19
LRIG3	9.58033414790305e-29	0.074283730357625	0.123	0.085	3.32619621281046e-24
LRP10	6.78846632550167e-298	0.351840695552082	0.539	0.345	2.35688762355093e-293
LRP1	2.90104009687531e-190	0.213820950422454	0.161	0.052	1.00721211123414e-185
LRP11	3.83497238724392e-147	0.12959481560536	0.133	0.044	1.33146406312722e-142
LRP5	5.1021644140902e-83	0.116414923205599	0.203	0.121	1.77142046292798e-78
LRP6	0.00661907634813189	-0.0152363824031152	0.095	0.104	1
LRPAP1	0.00778327911051461	0.00312550695023928	0.437	0.408	1
LRRC59	1.59674575516049e-157	0.192688340417502	0.356	0.213	5.54374158734169e-153
LRRC8A	0	0.367365852654973	0.285	0.113	0
LSR	0	1.17386590030852	0.68	0.271	0
LTB	5.6429351531911e-252	0.503790948907456	0.127	0.017	1.95917065583642e-247
LTBP3	8.80522091023271e-10	0.0335557685231864	0.296	0.262	3.05708464782369e-05
LTBR	2.61692807595369e-212	0.248641172141932	0.341	0.185	9.08571258690362e-208
LUM	4.9442387953425e-74	0.239698951922269	0.166	0.098	1.71659026735496e-69
LY6D	2.92572516307708e-302	0.636617019454569	0.128	0.007	1.01578251936873e-297
LY6E	0	1.31932606371667	0.811	0.441	0
LY75	6.84619783360087e-256	0.163418374629254	0.118	0.011	2.37693142584788e-251
LYPD6B	1.01590465138291e-158	0.172018750856518	0.166	0.064	3.52711935913633e-154
LYPLA1	5.15462810046405e-160	0.205211341111567	0.353	0.215	1.78963533020011e-155
LZTFL1	1.12087844691451e-26	-0.0514607973826842	0.08	0.113	3.8915778798425e-22
M6PR	5.02397392334405e-06	0.0142659325605228	0.277	0.25	0.174427350644582
MACF1	3.19180886289523e-73	0.175584818845035	0.359	0.265	1.1081641191086e-68
MAGEH1	0	-0.432073760023383	0.06	0.302	0
MAGT1	2.22151009586657e-128	0.161461551384272	0.272	0.158	7.71286090183915e-124
MAL2	0	1.30215630210258	0.731	0.367	0
MALL	0	0.731029435554698	0.428	0.09	0
MAN1A2	0.65208896030474	-0.013507674296025	0.213	0.212	1
MAN1B1	1.37187016240984e-42	0.0670012505201984	0.152	0.099	4.76299601687074e-38
MAN2A1	3.26214364253112e-74	0.110921075872101	0.184	0.11	1.13258365125038e-69
MANBAL	2.39323818240779e-112	0.143857323396153	0.273	0.165	8.30908364550159e-108
MANSC1	3.28014983302044e-209	0.19335617549523	0.213	0.084	1.13883522052637e-204
MAOA	0	-0.462752130645098	0.186	0.432	0
MAOB	0.00539199556715377	-0.0109563748578014	0.124	0.134	1
MAPKAPK2	5.08935022881455e-31	0.0508338423561328	0.23	0.174	1.76697150594212e-26
MARCKS	0.00305862493688337	0.0455011654109724	0.46	0.439	1
MARK3	0.277875351905574	-0.00227793150504052	0.241	0.233	1
MARS	8.50281518221484e-73	0.0925950855018589	0.125	0.063	2.95209240311317e-68
MARVELD2	7.06175923600755e-73	0.101413275489925	0.18	0.106	2.45177218914946e-68
MARVELD3	4.92176820175515e-46	0.0870268977218997	0.2	0.139	1.70878870196737e-41
MBOAT1	0.000367841549698399	0.0123859868470994	0.107	0.095	1
MBOAT2	0	0.484786037334385	0.301	0.028	0
MBOAT7	2.59748540794725e-157	0.181644571136007	0.247	0.125	9.01820958785206e-153
MBTPS1	3.07940875960326e-17	0.0448253527871026	0.205	0.167	1.06913992724666e-12
MCAM	0	-0.226745639628009	0.031	0.161	0
MCL1	5.62082251255947e-283	-0.406748617027616	0.643	0.714	1.95149336813552e-278
MCU	0	0.265759044771757	0.202	0.029	0
MCUR1	3.71154491374074e-97	0.156834660228861	0.187	0.103	1.28861127860165e-92
MDK	0	1.20667291926536	0.736	0.365	0
MED24	3.63858084389592e-19	0.0480399897692123	0.111	0.081	1.26327888319223e-14
MEST	0.0350721075008256	0.00916709856520895	0.115	0.108	1
MET	0	0.544824917046731	0.384	0.061	0
METTL21A	0.345811169085065	-0.00904335989053251	0.112	0.115	1
METTL2B	3.14589676364771e-29	0.0515224549491757	0.102	0.066	1.09222389737085e-24
METTL7A	0	-0.731007166992396	0.172	0.55	0
METTL9	2.57122521702563e-50	0.0936016889791815	0.369	0.285	8.92703683099129e-46
MFF	0.00155113467825905	-0.0556126985995455	0.307	0.312	1
MFGE8	4.63756078538391e-216	0.207600234367425	0.14	0.032	1.61011472907744e-211
MFI2	8.31219871335681e-132	0.188332127597515	0.106	0.031	2.88591227129035e-127
MFN1	2.68659394859834e-49	0.0725371671105017	0.125	0.074	9.32758553013859e-45
MFN2	1.62462358803506e-47	0.0712649178468157	0.122	0.072	5.64053063529894e-43
MFSD10	2.61226291842017e-181	0.234754214773908	0.433	0.278	9.06951562646298e-177
MFSD1	0.50596713430075	-0.00339200559890923	0.141	0.137	1
MFSD11	2.97170098546263e-18	0.0398198626022314	0.103	0.075	1.03174486514277e-13
MFSD12	3.00724627029655e-26	0.0449703362369015	0.103	0.068	1.04408583258426e-21
MFSD3	7.66450339794128e-40	0.0582813516670647	0.1	0.059	2.66103893473123e-35
MFSD6	1.18539301942797e-197	0.17290033161267	0.181	0.063	4.11556602415197e-193
MGAT1	2.94144363322956e-17	0.0438907813650176	0.204	0.164	1.02123981502097e-12
MGAT2	5.48866391986179e-40	0.0664562359464841	0.133	0.085	1.90560922633682e-35
MGAT4B	0	0.491860352818685	0.408	0.148	0
MGAT5	1.26929413719648e-166	0.157713456057569	0.168	0.063	4.40686231493245e-162
MGST1	0	1.03134398987223	0.528	0.102	0
MGST2	3.71558860960016e-53	-0.14860539622617	0.526	0.581	1.29001520936708e-48
MGST3	2.6036163210085e-26	0.148682439246723	0.79	0.723	9.0394955049094e-22
MIA	0	0.833857454425416	0.241	0.007	0
MIA3	1.42191646187138e-234	0.226750301786074	0.24	0.095	4.93675176397126e-230
MICA	2.76284560928151e-09	0.02275725939628	0.127	0.105	9.59232367086447e-05
MICAL2	5.46246345908417e-174	0.131856129972174	0.102	0.018	1.89651268835943e-169
MINOS1	6.52786643554059e-112	-0.212900316659665	0.628	0.699	2.26640994775534e-107
MKKS	0.101228141290578	-0.0299560820856518	0.297	0.3	1
MKNK1	2.91234406385994e-16	-0.0383425213767328	0.092	0.119	1.01113673553153e-11
MLEC	2.98701111218336e-13	0.0628756554737486	0.346	0.306	1.03706038803894e-08
MLF2	0.833091862707446	-0.0368745682455037	0.432	0.413	1
MLLT10	0.000159609142945013	-0.0198126869406003	0.1	0.113	1
MMEL1	2.7373115554004e-174	0.143583401016093	0.137	0.039	9.50367198919466e-170
MMGT1	2.2259639123772e-29	0.0525152222578999	0.111	0.074	7.72832410738239e-25
MMP14	6.44622383916284e-73	0.191804416431449	0.305	0.218	2.23806445471895e-68
MMP15	0.0365265242592936	0.00248353444629454	0.146	0.137	1
MMP23B	0	0.323050007557816	0.15	0.009	0
MOGS	9.30447924958264e-66	0.0843182813953149	0.136	0.075	3.2304221506626e-61
MOSPD3	4.27865389036624e-37	0.0639394579547079	0.173	0.121	1.48550584419625e-32
MPDU1	0.635329281591694	-0.0129873963278803	0.125	0.125	1
MPG	2.24001667720411e-223	0.222444582809504	0.365	0.198	7.77711390158495e-219
MPHOSPH10	3.02934631823165e-89	0.12399832158982	0.196	0.112	1.05175874822685e-84
MPPE1	0.283858114957052	-0.0153674561682229	0.172	0.175	1
MPV17	2.65776789886897e-19	0.0441758523768346	0.154	0.118	9.22750436808319e-15
MPZL1	1.44538332224942e-285	0.246196007279471	0.312	0.135	5.01822635651776e-281
MPZL2	0	0.379692634664732	0.367	0.153	0
MPZL3	3.28560063576288e-106	0.119856727335037	0.138	0.06	1.14072768473051e-101
MS4A8	0	0.214724984538002	0.135	0.008	0
MSLN	0	1.21468163911947	0.529	0.021	0
MSMO1	0	0.495745421570713	0.326	0.116	0
MST1R	0	0.260473749544452	0.193	0.014	0
MTCH1	0.363166385213195	-0.0518107918574179	0.473	0.449	1
MTDH	0	0.403314748209144	0.641	0.413	0
MTUS1	0.000153065947696955	0.0127803286687557	0.291	0.268	1
MTX1	2.81188145714214e-30	0.0570623946596601	0.232	0.177	9.7625712310518e-26
MUC1	0	2.09434556993027	0.755	0.175	0
MUC12	0	0.244557487226921	0.154	0.009	0
MUC13	0	0.952149542556168	0.361	0.026	0
MUC15	0	-0.238530527307778	0.023	0.174	0
MUC17	0	0.326921235153901	0.146	0	0
MUC3A	1.73032954542755e-225	0.291960902626128	0.105	0.01	6.00753114876989e-221
MUC4	0	0.36702771391011	0.153	0.001	0
MVD	3.12353721596979e-143	0.158874523486222	0.164	0.067	1.08446088601255e-138
MXRA5	0	0.285067515941835	0.157	0.009	0
MXRA7	0	-0.316381748191669	0.07	0.261	0
MYADM	2.51590243916222e-54	-0.190418154320051	0.306	0.371	8.73496167852731e-50
MYEOV	0	0.329216687125665	0.273	0.069	0
MYH9	3.8271603252364e-15	-0.126496964612792	0.485	0.494	1.32875179331882e-10
MYL6B	0	-0.284515986075393	0.158	0.327	0
MYOF	0	0.376487483866008	0.289	0.081	0
MYRF	3.14594252990513e-151	0.17998377556558	0.273	0.149	1.09223978695776e-146
N4BP2L2	1.58002618564775e-05	-0.0677343984900587	0.621	0.579	0.548569291395044
NAALADL2	3.85059148011486e-23	-0.0433315674422311	0.075	0.105	1.33688685598108e-18
NAV2	0.00679789499308149	-0.0159846339613201	0.107	0.116	1
NCEH1	4.84115704734681e-43	0.0782949494223097	0.203	0.142	1.68080131526834e-38
NCKAP1	2.24082958369807e-85	0.132478646769448	0.437	0.323	7.77993623164133e-81
NCLN	1.98879983791481e-38	0.0586243638363369	0.12	0.075	6.90491415725643e-34
NCMAP	3.9197848849908e-147	-0.126905963314001	0.068	0.149	1.36091011421995e-142
NCSTN	4.44067394749688e-35	0.0648215822790265	0.228	0.17	1.54175758783144e-30
NDFIP1	3.71902974486069e-43	0.10898648421567	0.596	0.497	1.29120993711818e-38
NDFIP2	0.000471672249053318	0.0104263063680775	0.344	0.321	1
NDN	1.62963110381031e-222	-0.110948266317297	0.026	0.1	5.65791622931903e-218
NDRG2	0	-0.487963020657641	0.203	0.455	0
NDUFA1	1.52870510271025e-206	-0.283860894675605	0.834	0.842	5.30751124609971e-202
NDUFA11	6.27354368431755e-77	-0.198441642086218	0.699	0.702	2.17811163175821e-72
NDUFA13	0	-0.377032106728829	0.811	0.838	0
NDUFA3	3.89802914187412e-35	-0.05777459748435	0.64	0.682	1.35335673776727e-30
NDUFA4	0	-0.478317285690423	0.91	0.933	0
NDUFA4L2	3.27176911966378e-234	0.558283409333144	0.134	0.025	1.13592552065607e-229
NDUFB1	0	-0.541420896171454	0.696	0.82	0
NDUFB11	0.0427567541376891	-0.015658014185153	0.731	0.669	1
NDUFB3	3.16732398497455e-12	0.0589162924141404	0.634	0.57	1.09966321434331e-07
NDUFB4	0.0547234186262302	-0.0305262818749323	0.819	0.771	1
NDUFB5	7.32963795185394e-44	0.0824239265080146	0.487	0.394	2.54477700050417e-39
NDUFB6	3.11975864925615e-195	-0.282215097337689	0.326	0.456	1.08314900543524e-190
NDUFC2	0.00246453903031777	-0.0557162741173582	0.714	0.663	1
NEO1	5.71700173692169e-25	-0.0506133561663553	0.079	0.112	1.98488583304184e-20
NEU1	8.33256042641648e-07	0.0441765945403357	0.199	0.177	0.0289298165444754
NFE2L3	2.24402542404252e-281	0.195890618876329	0.156	0.027	7.79103186973323e-277
NGLY1	3.67510158067823e-11	0.0316489459500759	0.115	0.092	1.27595851779567e-06
NHLRC3	0.913001944066103	-0.00558722477748658	0.187	0.185	1
NINJ1	7.88054901752057e-170	-0.213435453035373	0.16	0.275	2.73604781339297e-165
NIPA1	1.1232472971738e-166	0.12016440521453	0.103	0.02	3.89980229105772e-162
NIPA2	1.36956543240962e-155	0.152182478142451	0.192	0.083	4.75499422478297e-151
NIPAL3	4.43337503898638e-11	0.0312109124900877	0.115	0.093	1.53922347978568e-06
NKTR	5.18406834346906e-05	0.0367837850256009	0.37	0.342	1
NMB	1.23743731044056e-10	0.0873425761596567	0.189	0.164	4.2962585981186e-06
NMU	0	0.316090373183499	0.136	0	0
NOP56	2.20764198599749e-54	0.108672216733296	0.245	0.173	7.66471221118469e-50
NOTCH2	0	-0.296756669151678	0.157	0.323	0
NOTCH3	6.52973236055811e-63	-0.0812932351913311	0.074	0.126	2.26705777826217e-58
NPC1	4.54225678295392e-165	0.152175535234365	0.147	0.048	1.57702613247377e-160
NPDC1	0	0.489696247550549	0.458	0.173	0
NPTN	3.48018472657928e-300	0.298729650651001	0.4	0.206	1.20828533522106e-295
NPY1R	0	-0.509590021005695	0.025	0.277	0
NRM	3.78266440321019e-151	-0.103809968122109	0.039	0.106	1.31330325415055e-146
NRP1	0	-0.307995439248231	0.102	0.282	0
NRP2	1.7812761979247e-212	0.170764672155676	0.108	0.014	6.18441283157478e-208
NT5C3A	0	0.314266484014516	0.37	0.162	0
NT5DC1	3.53467839874025e-10	0.0286110398718576	0.145	0.12	1.22720499325863e-05
NT5E	0	0.246314273363197	0.157	0.011	0
NTN4	0.0499969057469333	0.0193476406156965	0.193	0.185	1
NTRK2	0	-1.01610480993381	0.049	0.456	0
NUAK2	0	-0.48888672680014	0.024	0.244	0
NUCB2	1.91810804472442e-30	-0.0945209345123768	0.23	0.281	6.6594793204787e-26
OCEL1	2.91827164290485e-145	0.146326290559017	0.189	0.084	1.01319473170013e-140
OCIAD1	1.20171471685511e-19	-0.144600139061956	0.513	0.513	4.17223332544925e-15
OCLN	1.01916637573475e-139	0.312022291955177	0.435	0.317	3.53844373991349e-135
OGFOD3	3.52310147475043e-11	0.0285094859964115	0.105	0.083	1.2231856010186e-06
OLFML3	0	-0.148182869318748	0.019	0.108	0
OPN3	1.95367100160958e-131	0.127497986908255	0.13	0.047	6.78295035048832e-127
ORMDL1	1.47348728308979e-32	0.0720158803787813	0.287	0.224	5.11580049815943e-28
ORMDL2	1.05645039642464e-77	0.137495507799335	0.367	0.265	3.66789013134669e-73
ORMDL3	4.55324532138437e-70	0.0985355171532054	0.149	0.083	1.58084124313144e-65
OS9	7.08518843524487e-39	0.0904777332686275	0.364	0.291	2.45990657283267e-34
OSBPL8	1.27506236242916e-24	0.0755856294665988	0.163	0.122	4.4268890161178e-20
OSMR	3.38727185288655e-140	0.139188267391517	0.172	0.073	1.17602691460368e-135
OST4	4.16885942970044e-58	0.149511102295566	0.934	0.891	1.4473863053977e-53
OSTC	0.00962265279876833	-0.047805448953362	0.537	0.519	1
P2RX4	0.00425234318111074	0.012301866929578	0.145	0.134	1
P4HA1	0	0.477760433389133	0.269	0.055	0
P4HA2	0	0.26352949575909	0.244	0.072	0
P4HTM	0.0214504799022339	-0.035025102808811	0.224	0.231	1
PA2G4	1.15401172106687e-36	0.125436868208616	0.403	0.333	4.00661329437206e-32
PAG1	1.53745688967383e-123	0.145561513214062	0.106	0.033	5.33789657525857e-119
PAM	0	0.269002729337345	0.212	0.048	0
PAPOLA	4.92790707224047e-149	0.20415085086534	0.559	0.402	1.71092005641117e-144
PAQR5	2.77603434184112e-295	-0.155899256499379	0.041	0.144	9.63811363143818e-291
PAQR8	3.67558900554283e-224	0.176902445305299	0.147	0.034	1.27612774683441e-219
PARD3	0.00065903409313728	0.0145653573049423	0.131	0.118	1
PARL	0.00113690913091801	0.0150357469929236	0.224	0.208	1
PARVA	0.319911130698466	-0.00511436119379818	0.15	0.145	1
PBXIP1	0.0752745438938023	0.0236870131868339	0.183	0.175	1
PCBP2	1.98456841175483e-281	-0.345179413531027	0.714	0.764	6.89022306877161e-277
PCDH1	0	0.39124317643929	0.294	0.045	0
PCDH17	0	-0.562088404794173	0.028	0.325	0
PCDH7	0	0.254675090282876	0.147	0.004	0
PCDH9	0	-0.218577595008396	0.025	0.152	0
PCMT1	3.41382757857941e-22	-0.0800397425312226	0.222	0.264	1.18524679700698e-17
PCSK1N	6.89542854046077e-61	-0.0947886001933342	0.092	0.148	2.39402383496257e-56
PCSK7	9.95351167270797e-230	0.255065527459305	0.28	0.13	3.45575971764748e-225
PCYOX1	2.37511182800188e-06	-0.0418766524802178	0.208	0.228	0.0824615075563972
PDE3A	0	-0.315541676904555	0.018	0.211	0
PDIA4	0	0.517435857941431	0.511	0.262	0
PDIA6	3.79894729944533e-208	0.338131362249251	0.631	0.476	1.31895651289442e-203
PDLIM5	7.3081444316217e-136	0.20124497479072	0.42	0.285	2.53731466521474e-131
PDZD8	0	0.2997922961953	0.24	0.075	0
PDZK1IP1	0	1.24161948450945	0.654	0.353	0
